date,open,high,low,close,volume,change_ptc,DEMA,EMA,HT_TRENDLINE,KAMA,MIDPOINT,MIDPRICE,SAR,SAREXT,SMA3,SMA5,SMA10,SMA20,T3,TEMA,TRIMA,WMA,BBAND_upper,BBAND_middle,BBAND_lower,BBAND_width,BBAND_upper_signal,BBAND_lower_signal,ADX14,ADX20,ADXR,AROONOSC,BOP,CCI3,CCI5,CCI10,CCI14,CMO,DX,MACD,MACDSIGNAL,MACDHIST,MINUS_DI,PLUS_DI,MINUS_DM,PLUS_DM,MOM1,MOM3,MOM5,MOM10,APO,PPO,ROC,ROCP,ROCR,ROCR100,RSI5,RSI10,RSI14,SLOWK,SLOWD,FASTK,FASTD,TRIX,ULTOSC,WILLR,ATR,NATR,TRANGE,HT_DCPERIOD,HT_DCPHASE,HT_TRENDMODE,CDL2CROWS,CDL3BLACKCROWS,CDL3INSIDE,CDL3LINESTRIKE,CDL3OUTSIDE,CDL3STARSINSOUTH,CDL3WHITESOLDIERS,CDLABANDONEDBABY,CDLADVANCEBLOCK,CDLBELTHOLD,CDLBREAKAWAY,CDLCLOSINGMARUBOZU,CDLCONCEALBABYSWALL,CDLCOUNTERATTACK,CDLDARKCLOUDCOVER,CDLDOJI,CDLDOJISTAR,CDLDRAGONFLYDOJI,CDLENGULFING,CDLEVENINGDOJISTAR,CDLEVENINGSTAR,CDLGAPSIDESIDEWHITE,CDLGRAVESTONEDOJI,CDLHAMMER,CDLHANGINGMAN,CDLHARAMI,CDLHARAMICROSS,CDLHIGHWAVE,CDLHIKKAKE,CDLHIKKAKEMOD,CDLHOMINGPIGEON,CDLIDENTICAL3CROWS,CDLINNECK,CDLINVERTEDHAMMER,CDLKICKING,CDLKICKINGBYLENGTH,CDLLADDERBOTTOM,CDLLONGLEGGEDDOJI,CDLLONGLINE,CDLMARUBOZU,CDLMATCHINGLOW,CDLMATHOLD,CDLMORNINGDOJISTAR,CDLMORNINGSTAR,CDLONNECK,CDLPIERCING,CDLRICKSHAWMAN,CDLRISEFALL3METHODS,CDLSEPARATINGLINES,CDLSHOOTINGSTAR,CDLSHORTLINE,CDLSPINNINGTOP,CDLSTALLEDPATTERN,CDLSTICKSANDWICH,CDLTAKURI,CDLTASUKIGAP,CDLTHRUSTING,CDLTRISTAR,CDLUNIQUE3RIVER,CDLUPSIDEGAP2CROWS,CDLXSIDEGAP3METHODS,theta,close_original,recursive_volatility
2014-12-15 00:00:00+00:00,-0.7440582486977417,-0.7446559451145094,-0.7445184964399186,-0.744947280469042,-0.7898323809723585,-1.7879452125651896,-0.7492312682082263,-0.7476699032705474,-0.7546713652646777,-0.7496217728023579,-0.7459011288735979,-0.7465113646303652,-0.7380322884481832,0.01417237037824083,-0.7447043963697422,-0.744995530690035,-0.7450170019734869,-0.7456933544132469,-0.7485211755351538,-0.7548539640508858,-0.7446820983840313,-0.7469632259617138,-0.7493068042619933,-0.7456933544132469,-0.7351674798341112,-0.7569042279144271,-0.304278857108,-0.22084310335751495,-1.1098451635914055,-1.1394116737517965,-0.981889197739356,-1.199868233632839,0.9998702811233272,-0.14408289140637692,0.09986166492082625,-0.6614493839323035,-0.8575599227513605,-0.7828773383451592,-0.6397600870920468,-0.0603481172452119,-0.06102807240234494,-0.008296358651048713,0.3856472808071932,-0.6824014860556789,-0.6168456476357729,-0.6691748516262844,-0.0029175270784025363,-0.013921321945389925,-0.01972841359539877,-0.03433818941453345,-0.04496070952508343,-0.37442529276148534,-0.54748378355357,-0.5474837835535697,-0.5474837835535703,-0.5474837835535706,38.96107691327662,39.58717944397039,42.05609488726201,43.12364298445297,33.9512549538755,56.95756118644983,43.12364298445297,-0.30745101558793414,38.17190624618263,-71.57594749425542,-0.6883740689323118,3.642653377626812,-0.5866445553578851,19.009883101598305,-24.427697690788648,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5,345.3450012207031,0.5181440668972374
2014-12-16 00:00:00+00:00,-0.7444033405771665,-0.7450082186134809,-0.7456361289468979,-0.7460568237109905,-0.7891471290090245,-5.294123105105797,-0.749382142343318,-0.7477689296201877,-0.7547425404854937,-0.7496812340412693,-0.7459321148444376,-0.7465113646303652,-0.738167774511443,0.014280284254806718,-0.7448500094340365,-0.7450079152959339,-0.7452083914847807,-0.7457845851912657,-0.7486236367223924,-0.7550213813756302,-0.7447874441338235,-0.7470879358955823,-0.7493105591722187,-0.7457845851912657,-0.7353705136477072,-0.702863507579755,-0.304278857108,-0.22084310335751495,-1.1089675681598028,-1.1629361333569055,-1.003756732616572,-1.199868233632839,-1.6350027847692008,-1.3403313433982418,-1.389993112370628,-0.7452948786945596,-0.8715176189826422,-0.9994552368197693,-0.614745127989401,-0.06099092445581402,-0.06175208956312265,-0.008128571777434044,0.3031814301197519,-0.7519048060555134,-0.6176315274019797,-0.6699244765516984,-0.016027928248310834,-0.019989102097569062,-0.01996985132727453,-0.039565653657932354,-0.0458001454077683,-0.42265099943080364,-0.8202048098317368,-0.8202048098317372,-0.8202048098317372,-0.8202048098317377,29.553387415728018,35.17137738340948,38.9810019806453,40.509286300910716,39.400295758160816,29.131638662272408,40.509286300910716,-0.3192559954393794,40.21552935662286,-85.46217201603429,-0.6888033482392294,3.5863631180178173,-0.5875161824119912,19.300139639077685,-18.860916532253214,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7,327.06201171875,0.5026022543116477
2014-12-17 00:00:00+00:00,-0.745545033616408,-0.7457123522677509,-0.7463809265672365,-0.7464989912229771,-0.7888094078689194,-2.227715381526163,-0.7497101737801244,-0.7479646650150281,-0.7548382804210056,-0.7498568233080106,-0.7466230483159237,-0.7468996800441756,-0.738292421689642,0.014379565021247334,-0.7452610121886973,-0.7452925700322331,-0.7454982667371545,-0.7459101913182903,-0.748840073638381,-0.7554382290308483,-0.7449199743701482,-0.7473097839746741,-0.7491527326602625,-0.7459101913182903,-0.7358597153913752,-0.5200134286170999,-0.304278857108,4.528101556248899,-1.0081901982177304,-1.1284274707486017,-0.9799036004802211,-1.7588959924648075,-1.8390779926757792,-1.3403313433982234,-1.862886867997168,-1.7106932406120643,-1.3702570389402315,-1.5109942494187023,0.17089186124438843,-0.06289981375652731,-0.06273253816016122,-0.011680771459837777,1.0995177188584129,-0.9277197421566105,-0.6135716538551873,-0.6706205568395828,-0.030945206765450872,-0.029551929135043654,-0.032473800510033936,-0.045826873173054394,-0.04757340237315786,-0.5240066106847053,-1.1610414400663127,-1.1610414400663132,-1.161041440066313,-1.1610414400663134,15.738793906897044,25.853192311165284,31.71788787629866,28.69639994957413,37.44310974497927,0.0,28.69639994957413,-0.3345040693870373,32.46308909490131,-100.0,-0.6883390218814124,3.9268706900014916,-0.5773034858050152,19.71718465774301,-11.76583093173349,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5,319.7760009765625,0.6087541825109685
2014-12-18 00:00:00+00:00,-0.7459739729873109,-0.7463183032622515,-0.7470638146876589,-0.7470075501642939,-0.7887285371838556,-2.6205859280311383,-0.750069971134683,-0.7481840571739139,-0.7549511683642758,-0.7501033162123777,-0.7468443880689684,-0.747380577837835,-0.7385064304786213,0.014550021800950564,-0.7459055382113792,-0.7456904114624759,-0.7458342810670161,-0.7460619051796342,-0.7491771805421317,-0.7558859828715457,-0.7450865944152719,-0.7475618486634753,-0.7490015864384413,-0.7460619051796342,-0.7363998090313328,-0.32264047676802116,-0.304278857108,4.528101556248899,-0.8648966060734701,-1.0639269888051892,-0.9538403372758091,-1.7588959924648075,-0.7578711204689987,-1.22220254559181,-1.3550650305563,-2.098644173638371,-1.6685161098522674,-1.6763989428649855,0.5616148710358585,-0.06489089667554676,-0.06393540841648773,-0.01476185293332227,1.4391734630680137,-1.0801310735132796,-0.6114440325357103,-0.6712669171069039,-0.017270234694848088,-0.03796650853420607,-0.03767187591826381,-0.04876015964892672,-0.050247801603843914,-0.6772734814514447,-1.3180816882549748,-1.318081688254975,-1.318081688254975,-1.3180816882549753,12.766147176305214,23.138742611087977,29.36938046570799,13.749250010052643,27.65164542017916,12.116111367885376,13.749250010052643,-0.35339574902750637,32.831173729512905,-92.77952138280322,-0.6879074992437673,4.149443248172944,-0.5772991963275397,20.006932251070136,-11.728774829383383,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5,311.39599609375,0.5963642416599046
2014-12-19 00:00:00+00:00,-0.7464961025702234,-0.746624444719337,-0.7469051610977536,-0.7466163004041084,-0.7895019201062037,2.070351272228921,-0.7504684581821279,-0.7484312041488042,-0.7551041359785791,-0.7505198564607378,-0.7470989619746222,-0.7477141273916472,-0.7388238721492091,0.014802862280867673,-0.7465924111960869,-0.7461272772035057,-0.7461411031703343,-0.7462597072230379,-0.7496096507674053,-0.7563742506922835,-0.7452841036795231,-0.7478479771663319,-0.748894505153219,-0.7462597072230379,-0.736988230115793,-0.12159278196483646,-0.304278857108,4.528101556248899,-0.693857323827841,-0.9767358055923427,-0.9151387732784472,-1.647090440698414,-0.8533929252414146,-1.319346600835842,-1.2673839499183825,-1.7127414282644373,-1.8715148867080404,-1.8501667669769977,0.8601192959037223,-0.06701202505981928,-0.06534355062625957,-0.017605369229401882,1.6645427747301,-1.217433801760402,-0.6097410828258297,-0.6718671087837023,-0.01863063918823358,-0.03949240305127645,-0.03946405928504979,-0.04690426724745869,-0.05301525377921908,-0.8376202142519099,-1.2564508829070964,-1.2564508829070964,-1.2564508829070966,-1.2564508829070977,10.039897590531933,20.40134226075653,26.902128695843235,8.903832474280422,17.116494144635727,14.595386054955748,8.903832474280422,-0.37620325222679685,31.06762248522312,-90.44289983792623,-0.6874579155498297,4.403511709831001,-0.5767206661306972,20.1769401498791,-9.235340409057471,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,317.8429870605469,0.5939811427320154
2014-12-20 00:00:00+00:00,-0.746105385776145,-0.7459269931536131,-0.7463251450390908,-0.7458811960820189,-0.789651377959405,3.8110032578725583,-0.7507374177982747,-0.7486173859344465,-0.7552739889229643,-0.7507315622803521,-0.747152398242259,-0.7477368523525149,-0.739242106233111,0.01513598334306352,-0.7467789350414661,-0.7465375399232478,-0.7463499072147197,-0.7464349988423075,-0.7500012664342067,-0.7566617437838636,-0.7454925675873009,-0.7480779652664884,-0.748909278727427,-0.7464349988423075,-0.7373686179460033,-0.01458163594032896,-0.304278857108,-0.22084310335751495,-0.5350351331711856,-0.8939041815401386,-0.8792016067094682,-1.647090440698414,0.903719371144792,-0.593819063665778,-0.8481161626663726,-1.2008609146105673,-1.4620383097940182,-1.515158953282398,0.8601192959037216,-0.06801360035561406,-0.06668058835262569,-0.0166203990281887,1.4091766206227245,-1.2927092344100914,-0.6111677545871537,-0.6724244296264436,-0.0001929611164908151,-0.021463246488564767,-0.03824232105837794,-0.0406727805703503,-0.05516165887748104,-0.9644782645497482,-0.9292427374305187,-0.9292427374305192,-0.929242737430519,-0.9292427374305194,25.366982686198547,27.71167287270004,31.658755105135906,18.4387435397841,13.697275341372384,28.60473319651103,18.4387435397841,-0.40103817526767704,34.94469890650595,-81.6602999288625,-0.6875990152912216,4.270406947586762,-0.5833311955615107,20.434919233848788,-6.949665395719421,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,329.95599365234375,0.5791882174256022
2014-12-21 00:00:00+00:00,-0.7453819525969013,-0.7459681596564417,-0.746146355594265,-0.7464342388366887,-0.789935999844019,-2.761885453548918,-0.750832411091145,-0.7487155152339895,-0.7554083127131714,-0.7507919318622122,-0.747152398242259,-0.7478027071060067,-0.7396017875452665,0.015422467456551951,-0.746572968418074,-0.7467243917337606,-0.7464495774539843,-0.7465812302529719,-0.7502135036134305,-0.7566948128090552,-0.745697241710694,-0.7482211607835084,-0.7490448848408866,-0.7465812302529719,-0.7375273642652947,-0.007994440401151092,-0.304278857108,-0.22084310335751495,-0.4965343274682598,-0.8681512859338489,-0.9088083133491288,-1.5352848889320203,1.4277578265604456,1.1343322980406134,0.27393574620861344,-0.5869063705219875,-0.8394446602592974,-0.9551507732877098,0.003634598588642826,-0.06766909268584853,-0.0676778054872967,-0.011913056529565768,1.1194564604438353,-0.7922643644638738,-0.6124925212226688,-0.6692055176418161,0.006852847292902288,-0.007320577790580128,-0.027982221458886514,-0.03373461162438475,-0.05580534048641643,-1.0057051074589238,-0.5377382868318951,-0.5377382868318955,-0.5377382868318954,-0.537738286831896,46.696122269543864,39.341546379581985,39.61006128216432,34.998842028633554,20.780472680899354,61.796406834433746,34.998842028633554,-0.42553592038902965,42.71991776550797,-64.30197072582374,-0.6875477559537998,4.128958894794764,-0.5811739545662047,21.28583146841464,-5.896854251256457,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5,320.8429870605469,0.6150706503656984
2014-12-22 00:00:00+00:00,-0.7458961336464721,-0.7457027117937031,-0.7460511783260831,-0.7457640702514651,-0.7895778985456008,3.4418702333968154,-0.7510096655117304,-0.7488572035637651,-0.7554962108541959,-0.7509174717309438,-0.7475529723168305,-0.747810740401579,-0.7399111134737204,0.015668843794152,-0.7463818322461124,-0.7467999025171459,-0.7466297542718993,-0.7467588145705528,-0.7503317795939588,-0.7568515380046584,-0.745900800942807,-0.748403184473553,-0.7491906800665383,-0.7467588145705528,-0.7377444398153991,0.013106188130022896,-0.304278857108,-0.22084310335751495,-0.46078357931554287,-0.8436860351078743,-0.9169470788158391,-1.4234793371656262,-1.523687572791347,0.29854469998404176,0.36489667776979395,-0.5917483251311301,-0.7994829704925336,-1.1954702365310168,0.003634598588642826,-0.06798787135707823,-0.06854258419011468,-0.010078461822979983,0.9091876856598368,-0.8886698902841114,-0.6137226616699328,-0.6699529521375492,-0.01954214207616669,-0.00785496570037707,-0.022868907915787245,-0.038852807982701375,-0.05619456602806093,-1.0333113320674516,-0.8281443560695317,-0.8281443560695321,-0.828144356069532,-0.828144356069532,36.80458116319539,34.67788849754852,36.19787249491341,48.76299337820243,34.06685964887336,55.88784010366238,48.76299337820243,-0.4507144931692478,38.6129362395634,-76.86394541630608,-0.6877339282745817,4.189002579337223,-0.5839405629165464,22.61538622374735,-6.948797342391572,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,331.885986328125,0.6152639248433968
2014-12-23 00:00:00+00:00,-0.7452318543670038,-0.7455743658757775,-0.7454772902391907,-0.7456010641799272,-0.7898671456429049,0.809315472578076,-0.7510371824770368,-0.7489212887033936,-0.7555829203797797,-0.7509474487153784,-0.7478375300141517,-0.7482066621848337,-0.7418112584627938,0.04645053034956818,-0.7460977073716102,-0.7466528642706461,-0.7467552213616121,-0.7469091145069293,-0.7503164333534929,-0.7567943700027874,-0.7460998967169992,-0.7485043905185319,-0.7494303878707008,-0.7469091145069293,-0.7377785477128227,-0.0492630824280279,-0.304278857108,-0.22084310335751495,-0.4675740333838238,-0.8402323771768695,-0.89515254525438,-1.3116737853992326,1.2977522501924639,1.134332298040609,0.8334524404960254,-0.23306914144998692,-0.4861977474256418,-0.7413608780471009,-0.3106405794155758,-0.06719510451787213,-0.06906777323687961,-0.005374318345219845,0.6643525460506485,-0.7752166961402587,-0.6148649349423924,-0.6692249272090853,0.005522270905179622,-0.004504289652613253,-0.012648389946148015,-0.03537464338617936,-0.056046896490899056,-1.0281859286741073,-0.625175540284339,-0.6251755402843391,-0.6251755402843393,-0.6251755402843399,52.155932441668895,43.6688604643108,42.64556857534177,70.07296844579899,51.27826795087833,92.53465839930071,70.07296844579899,-0.4745856730466744,45.088859009625494,-52.997372795858716,-0.6877156862656294,4.0550412191841385,-0.5816787528300982,24.341575823811223,-0.7466207970220466,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,334.5719909667969,0.635961350785335
2014-12-24 00:00:00+00:00,-0.745088186432074,-0.7456658050771978,-0.745992894844966,-0.7463316162220209,-0.7899418090708509,-3.5980281403652503,-0.7510272393792375,-0.7489636771564134,-0.7556765771783716,-0.7509597865488524,-0.7478375300141517,-0.7482588935205036,-0.7417751621920977,0.04647928082328231,-0.7460043142415045,-0.746371463629102,-0.7468329945114315,-0.747032075312759,-0.7501932670271078,-0.7566933109301173,-0.7462901743378325,-0.7485757454979608,-0.7496352666316664,-0.747032075312759,-0.7377951664169252,-0.10706023535618317,-0.304278857108,-0.22084310335751495,-0.4931080364070822,-0.8465193175395825,-0.8860268126213543,-1.199868233632839,0.5790106186217245,1.0567084866790175,1.0573799689236472,0.1523007789226992,-0.22214696806380813,-0.6371891435062135,-0.46176415925332587,-0.06621532375867437,-0.06928198157134444,-0.0010664783877878425,0.549370990445611,-0.7230440490230375,-0.6159256172668189,-0.6692833938079817,-0.004869825928051516,-0.011376955579084577,-0.006477824863458308,-0.03234250671400956,-0.056030309184866664,-1.0305562586665509,-0.4557664222863249,-0.45576642228632513,-0.45576642228632525,-0.4557664222863258,55.446512390114286,45.68913484037972,44.12465653497583,80.87083057705085,66.56893080035076,94.18999322818934,80.87083057705085,-0.4966923578695205,52.32520992213986,-46.88840903651531,-0.6882061880587413,3.877885745811554,-0.587684178228001,26.417049561244067,6.257001483494491,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6,322.53399658203125,0.6009891077845053
